SURFACEFORM,TOKENURN,CTSURN,SENTENCEURN,SEQ,POS,HEAD,LEMMA
τύχην,urn:cite:fuSyntax:0085003tokens.2897084_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:377.6,urn:cite:fuSyntax:0085003sentences.2897084,2411,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897084_5,τύχη1
Διὸς,urn:cite:fuSyntax:0085003tokens.2897084_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:378.3,urn:cite:fuSyntax:0085003sentences.2897084,2415,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897084_11,Ζεύσ
φρόνημα,urn:cite:fuSyntax:0085003tokens.2897084_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:378.4,urn:cite:fuSyntax:0085003sentences.2897084,2416,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897084_12,φρόνημα1
χόλου,urn:cite:fuSyntax:0085003tokens.2897084_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:378.6,urn:cite:fuSyntax:0085003sentences.2897084,2418,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897084_12,χόλοσ
Προμηθεῦ,urn:cite:fuSyntax:0085003tokens.2897085_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:379.3,urn:cite:fuSyntax:0085003sentences.2897085,2422,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897085_6,Προμηθεύσ
ὀργῆς,urn:cite:fuSyntax:0085003tokens.2897085_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:380.1,urn:cite:fuSyntax:0085003sentences.2897085,2428,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897085_12,ὀργή1
ἰατροὶ,urn:cite:fuSyntax:0085003tokens.2897085_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:380.4,urn:cite:fuSyntax:0085003sentences.2897085,2431,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897085_11,ἰατρόσ
λόγοι,urn:cite:fuSyntax:0085003tokens.2897085_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:380.5,urn:cite:fuSyntax:0085003sentences.2897085,2432,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897085_11,λόγοσ
καιρῷ,urn:cite:fuSyntax:0085003tokens.2897086_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:381.4,urn:cite:fuSyntax:0085003sentences.2897086,2437,n-s---md-,urn:cite:fuSyntax:0085003tokens.2897086_3,καιρόσ
κέαρ,urn:cite:fuSyntax:0085003tokens.2897086_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:381.7,urn:cite:fuSyntax:0085003sentences.2897086,2440,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897086_6,κέαρ
θυμὸν,urn:cite:fuSyntax:0085003tokens.2897086_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:382.4,urn:cite:fuSyntax:0085003sentences.2897086,2444,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897086_12,θυμόσ
βίᾳ,urn:cite:fuSyntax:0085003tokens.2897086_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:382.6,urn:cite:fuSyntax:0085003sentences.2897086,2446,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897086_12,βία1
ζημίαν,urn:cite:fuSyntax:0085003tokens.2897087_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:384.3,urn:cite:fuSyntax:0085003sentences.2897087,2457,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897087_8,ζημία1
μόχθον,urn:cite:fuSyntax:0085003tokens.2897089_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:385.1,urn:cite:fuSyntax:0085003sentences.2897089,2462,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897089_4,μόχθοσ
εὐηθίαν,urn:cite:fuSyntax:0085003tokens.2897089_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:385.5,urn:cite:fuSyntax:0085003sentences.2897089,2466,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897089_4,εὐηθία1
νόσῳ,urn:cite:fuSyntax:0085003tokens.2897090_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:386.5,urn:cite:fuSyntax:0085003sentences.2897090,2472,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897090_6,νόσοσ
τἀμπλάκημ᾽,urn:cite:fuSyntax:0085003tokens.2897091_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:388.3,urn:cite:fuSyntax:0085003sentences.2897091,2485,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897091_2,ἀμπλάκημα1
οἶκον,urn:cite:fuSyntax:0085003tokens.2897092_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:389.4,urn:cite:fuSyntax:0085003sentences.2897092,2492,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897092_3,οἶκοσ
λόγος,urn:cite:fuSyntax:0085003tokens.2897092_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:389.6,urn:cite:fuSyntax:0085003sentences.2897092,2494,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897092_7,λόγοσ
θρῆνος,urn:cite:fuSyntax:0085003tokens.2897093_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:390.4,urn:cite:fuSyntax:0085003sentences.2897093,2501,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897093_8,θρῆνοσ
ἔχθραν,urn:cite:fuSyntax:0085003tokens.2897093_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:390.7,urn:cite:fuSyntax:0085003sentences.2897093,2504,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897093_6,ἔχθρη1
ἕδρας,urn:cite:fuSyntax:0085003tokens.2897094_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:391.6,urn:cite:fuSyntax:0085003sentences.2897094,2512,n-p---fa-,urn:cite:fuSyntax:0085003tokens.2897094_4,ἕδρα1
κέαρ,urn:cite:fuSyntax:0085003tokens.2897095_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:392.6,urn:cite:fuSyntax:0085003sentences.2897095,2519,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897095_5,κῆρ1
Προμηθεῦ,urn:cite:fuSyntax:0085003tokens.2897096_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:393.4,urn:cite:fuSyntax:0085003sentences.2897096,2524,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897096_0,Προμηθεύσ
συμφορὰ,urn:cite:fuSyntax:0085003tokens.2897096_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:393.6,urn:cite:fuSyntax:0085003sentences.2897096,2526,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897096_0,συμφορά1
διδάσκαλος,urn:cite:fuSyntax:0085003tokens.2897096_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:393.7,urn:cite:fuSyntax:0085003sentences.2897096,2527,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897096_0,διδάσκαλοσ
νοῦν,urn:cite:fuSyntax:0085003tokens.2897097_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:394.8,urn:cite:fuSyntax:0085003sentences.2897097,2536,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897097_5,νόοσ
λόγον,urn:cite:fuSyntax:0085003tokens.2897098_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:395.5,urn:cite:fuSyntax:0085003sentences.2897098,2542,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897098_4,λόγοσ
οἷμον,urn:cite:fuSyntax:0085003tokens.2897099_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:396.3,urn:cite:fuSyntax:0085003sentences.2897099,2546,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897099_5,οἷμος
αἰθέρος,urn:cite:fuSyntax:0085003tokens.2897099_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:396.4,urn:cite:fuSyntax:0085003sentences.2897099,2547,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897099_3,αἰθήρ1
πτεροῖς,urn:cite:fuSyntax:0085003tokens.2897099_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:396.6,urn:cite:fuSyntax:0085003sentences.2897099,2549,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897099_5,πτερόν1
οἰωνός,urn:cite:fuSyntax:0085003tokens.2897099_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:397.2,urn:cite:fuSyntax:0085003sentences.2897099,2551,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897099_5,οἰωνόσ
σταθμοῖς,urn:cite:fuSyntax:0085003tokens.2897100_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:398.1,urn:cite:fuSyntax:0085003sentences.2897100,2556,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897100_5,σταθμόσ
γόνυ,urn:cite:fuSyntax:0085003tokens.2897100_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:398.5,urn:cite:fuSyntax:0085003sentences.2897100,2560,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897100_7,γόνυ1
τύχας,urn:cite:fuSyntax:0085003tokens.2897101_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:399.5,urn:cite:fuSyntax:0085003sentences.2897101,2566,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897101_1,τύχη1
Προμηθεῦ,urn:cite:fuSyntax:0085003tokens.2897101_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:399.7,urn:cite:fuSyntax:0085003sentences.2897101,2568,n-s---mv-,urn:cite:fuSyntax:0085003tokens.2897101_1,Προμηθεύσ
ὄσσων,urn:cite:fuSyntax:0085003tokens.2897102_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:400.4,urn:cite:fuSyntax:0085003sentences.2897102,2573,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897102_3,ὄσσε1
ῥέος,urn:cite:fuSyntax:0085003tokens.2897102_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:401.3,urn:cite:fuSyntax:0085003sentences.2897102,2576,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897102_6,ῥέοσ
παρειὰν,urn:cite:fuSyntax:0085003tokens.2897102_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:401.4,urn:cite:fuSyntax:0085003sentences.2897102,2577,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897102_10,παρειά1
παγαῖς,urn:cite:fuSyntax:0085003tokens.2897102_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:402.3,urn:cite:fuSyntax:0085003sentences.2897102,2580,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897102_10,πηγή1
Ζεὺς,urn:cite:fuSyntax:0085003tokens.2897103_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:403.4,urn:cite:fuSyntax:0085003sentences.2897103,2585,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897103_12,Ζεύσ
νόμοις,urn:cite:fuSyntax:0085003tokens.2897103_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:404.2,urn:cite:fuSyntax:0085003sentences.2897103,2587,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897103_7,νόμοσ
θεοῖς,urn:cite:fuSyntax:0085003tokens.2897103_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:405.2,urn:cite:fuSyntax:0085003sentences.2897103,2590,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897103_12,θεόσ
αἰχμάν,urn:cite:fuSyntax:0085003tokens.2897103_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:406.3,urn:cite:fuSyntax:0085003sentences.2897103,2594,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897103_12,αἰχμή1
χώρα,urn:cite:fuSyntax:0085003tokens.2897104_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:407.6,urn:cite:fuSyntax:0085003sentences.2897104,2601,n-s---fn-,urn:cite:fuSyntax:0085003tokens.2897104_5,χώρα1
ξυνομαιμόνων,urn:cite:fuSyntax:0085003tokens.2897104_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:410.1,urn:cite:fuSyntax:0085003sentences.2897104,2610,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897104_16,συνομαίμων1
τιμάν,urn:cite:fuSyntax:0085003tokens.2897104_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:410.3,urn:cite:fuSyntax:0085003sentences.2897104,2612,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897104_12,τιμή1
Ἀσίας,urn:cite:fuSyntax:0085003tokens.2897104_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:412.1,urn:cite:fuSyntax:0085003sentences.2897104,2618,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897104_24,Ἀσία1
ἕδος,urn:cite:fuSyntax:0085003tokens.2897104_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:412.2,urn:cite:fuSyntax:0085003sentences.2897104,2619,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897104_25,ἕδοσ
μασι,urn:cite:fuSyntax:0085003tokens.2897104_31,urn:cts:greekLit:tlg0085.tlg003.fuSyn:413.5,urn:cite:fuSyntax:0085003sentences.2897104,2626,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897104_32,πῆμα
γᾶς,urn:cite:fuSyntax:0085003tokens.2897105_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:415.3,urn:cite:fuSyntax:0085003sentences.2897105,2632,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897105_4,γῆ1
παρθένοι,urn:cite:fuSyntax:0085003tokens.2897105_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:416.1,urn:cite:fuSyntax:0085003sentences.2897105,2634,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897105_10,παρθένοσ
μάχας,urn:cite:fuSyntax:0085003tokens.2897105_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:416.3,urn:cite:fuSyntax:0085003sentences.2897105,2636,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897105_8,μάχη1
Σκύθης,urn:cite:fuSyntax:0085003tokens.2897105_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:417.2,urn:cite:fuSyntax:0085003sentences.2897105,2640,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897105_12,σκύθησ
ὅμιλος,urn:cite:fuSyntax:0085003tokens.2897105_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:417.3,urn:cite:fuSyntax:0085003sentences.2897105,2641,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897105_10,ὅμιλοσ
γᾶς,urn:cite:fuSyntax:0085003tokens.2897105_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:417.6,urn:cite:fuSyntax:0085003sentences.2897105,2644,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897105_17,γῆ1
τόπον,urn:cite:fuSyntax:0085003tokens.2897105_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:418.2,urn:cite:fuSyntax:0085003sentences.2897105,2646,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897105_22,τόποσ
ῶτιν,urn:cite:fuSyntax:0085003tokens.2897105_21,urn:cts:greekLit:tlg0085.tlg003.fuSyn:418.6,urn:cite:fuSyntax:0085003sentences.2897105,2650,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897105_23,Μαιῶτις
λίμναν,urn:cite:fuSyntax:0085003tokens.2897105_23,urn:cts:greekLit:tlg0085.tlg003.fuSyn:419.2,urn:cite:fuSyntax:0085003sentences.2897105,2652,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897105_18,λίμνη1
Ἀραβίας,urn:cite:fuSyntax:0085003tokens.2897106_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:420.2,urn:cite:fuSyntax:0085003sentences.2897106,2655,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897106_5,Ἀραβία1
ἄνθος,urn:cite:fuSyntax:0085003tokens.2897106_5,urn:cts:greekLit:tlg0085.tlg003.fuSyn:420.5,urn:cite:fuSyntax:0085003sentences.2897106,2658,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897106_13,ἄνθοσ
πόλισμα,urn:cite:fuSyntax:0085003tokens.2897106_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:421.3,urn:cite:fuSyntax:0085003sentences.2897106,2662,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897106_12,πόλισμα1
Καυκάσου,urn:cite:fuSyntax:0085003tokens.2897106_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:422.1,urn:cite:fuSyntax:0085003sentences.2897106,2663,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897106_11,Καύκασοσ
στρατός,urn:cite:fuSyntax:0085003tokens.2897106_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:423.2,urn:cite:fuSyntax:0085003sentences.2897106,2668,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897106_13,στρατόσ
αἰχμαῖς,urn:cite:fuSyntax:0085003tokens.2897106_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:424.3,urn:cite:fuSyntax:0085003sentences.2897106,2675,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897106_21,αἰχμή1
πόνοις,urn:cite:fuSyntax:0085003tokens.2897107_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:425.7,urn:cite:fuSyntax:0085003sentences.2897107,2683,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897107_8,πόνοσ
Τιτᾶνα,urn:cite:fuSyntax:0085003tokens.2897107_11,urn:cts:greekLit:tlg0085.tlg003.fuSyn:427.1,urn:cite:fuSyntax:0085003sentences.2897107,2686,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897107_17,Τιτάν1
λύμαις,urn:cite:fuSyntax:0085003tokens.2897107_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:427.2,urn:cite:fuSyntax:0085003sentences.2897107,2687,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897107_10,λύμη1
θεόν,urn:cite:fuSyntax:0085003tokens.2897107_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:427.5,urn:cite:fuSyntax:0085003sentences.2897107,2690,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897107_17,θεόσ
Ἄτλαντος,urn:cite:fuSyntax:0085003tokens.2897107_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:428.1,urn:cite:fuSyntax:0085003sentences.2897107,2692,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897107_20,Ἄτλασ
σθένος,urn:cite:fuSyntax:0085003tokens.2897107_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:428.3,urn:cite:fuSyntax:0085003sentences.2897107,2694,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897107_17,σθένοσ
πόλον,urn:cite:fuSyntax:0085003tokens.2897107_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:429.4,urn:cite:fuSyntax:0085003sentences.2897107,2700,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897107_28,πόλοσ
νώτοις,urn:cite:fuSyntax:0085003tokens.2897107_26,urn:cts:greekLit:tlg0085.tlg003.fuSyn:430.1,urn:cite:fuSyntax:0085003sentences.2897107,2701,n-p---nd-,urn:cite:fuSyntax:0085003tokens.2897107_28,νῶτον1
κλύδων,urn:cite:fuSyntax:0085003tokens.2897108_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:431.5,urn:cite:fuSyntax:0085003sentences.2897108,2710,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897108_3,κλύδων1
βυθός,urn:cite:fuSyntax:0085003tokens.2897108_10,urn:cts:greekLit:tlg0085.tlg003.fuSyn:432.4,urn:cite:fuSyntax:0085003sentences.2897108,2714,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897108_9,βυθόσ
Ἄιδος,urn:cite:fuSyntax:0085003tokens.2897108_14,urn:cts:greekLit:tlg0085.tlg003.fuSyn:433.3,urn:cite:fuSyntax:0085003sentences.2897108,2718,n-s---mg-,urn:cite:fuSyntax:0085003tokens.2897108_16,Ἅιδης
μυχὸς,urn:cite:fuSyntax:0085003tokens.2897108_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:433.5,urn:cite:fuSyntax:0085003sentences.2897108,2720,n-s---mn-,urn:cite:fuSyntax:0085003tokens.2897108_15,μυχόσ
γᾶς,urn:cite:fuSyntax:0085003tokens.2897108_17,urn:cts:greekLit:tlg0085.tlg003.fuSyn:433.6,urn:cite:fuSyntax:0085003sentences.2897108,2721,n-s---fg-,urn:cite:fuSyntax:0085003tokens.2897108_16,γῆ1
παγαί,urn:cite:fuSyntax:0085003tokens.2897108_19,urn:cts:greekLit:tlg0085.tlg003.fuSyn:434.1,urn:cite:fuSyntax:0085003sentences.2897108,2723,n-p---fn-,urn:cite:fuSyntax:0085003tokens.2897108_23,πηγή1
ποταμῶν,urn:cite:fuSyntax:0085003tokens.2897108_22,urn:cts:greekLit:tlg0085.tlg003.fuSyn:434.4,urn:cite:fuSyntax:0085003sentences.2897108,2726,n-p---mg-,urn:cite:fuSyntax:0085003tokens.2897108_19,ποταμόσ
ἄλγος,urn:cite:fuSyntax:0085003tokens.2897108_24,urn:cts:greekLit:tlg0085.tlg003.fuSyn:435.2,urn:cite:fuSyntax:0085003sentences.2897108,2728,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897108_23,ἄλγοσ
χλιδῇ,urn:cite:fuSyntax:0085003tokens.2897109_3,urn:cts:greekLit:tlg0085.tlg003.fuSyn:436.3,urn:cite:fuSyntax:0085003sentences.2897109,2733,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897109_6,χλιδή1
αὐθαδίᾳ,urn:cite:fuSyntax:0085003tokens.2897109_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:436.7,urn:cite:fuSyntax:0085003sentences.2897109,2737,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897109_6,αὐθαδία1
συννοίᾳ,urn:cite:fuSyntax:0085003tokens.2897110_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:437.4,urn:cite:fuSyntax:0085003sentences.2897110,2741,n-s---fd-,urn:cite:fuSyntax:0085003tokens.2897110_3,σύννοια1
κέαρ,urn:cite:fuSyntax:0085003tokens.2897110_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:437.7,urn:cite:fuSyntax:0085003sentences.2897110,2744,n-s---na-,urn:cite:fuSyntax:0085003tokens.2897110_3,κῆρ
θεοῖσι,urn:cite:fuSyntax:0085003tokens.2897111_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:439.2,urn:cite:fuSyntax:0085003sentences.2897111,2752,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897111_13,θεόσ
γέρα,urn:cite:fuSyntax:0085003tokens.2897111_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:439.6,urn:cite:fuSyntax:0085003sentences.2897111,2756,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897111_13,γέρασ
βροτοῖς,urn:cite:fuSyntax:0085003tokens.2897114_2,urn:cts:greekLit:tlg0085.tlg003.fuSyn:442.5,urn:cite:fuSyntax:0085003sentences.2897114,2777,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897114_4,βροτόσ
πήματα,urn:cite:fuSyntax:0085003tokens.2897114_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:442.7,urn:cite:fuSyntax:0085003sentences.2897114,2779,n-p---na-,urn:cite:fuSyntax:0085003tokens.2897114_6,πῆμα1
φρενῶν,urn:cite:fuSyntax:0085003tokens.2897114_16,urn:cts:greekLit:tlg0085.tlg003.fuSyn:444.4,urn:cite:fuSyntax:0085003sentences.2897114,2791,n-p---fg-,urn:cite:fuSyntax:0085003tokens.2897114_17,φρήν1
μέμψιν,urn:cite:fuSyntax:0085003tokens.2897115_4,urn:cts:greekLit:tlg0085.tlg003.fuSyn:445.4,urn:cite:fuSyntax:0085003sentences.2897115,2797,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897115_7,μέμψισ
ἀνθρώποις,urn:cite:fuSyntax:0085003tokens.2897115_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:445.6,urn:cite:fuSyntax:0085003sentences.2897115,2799,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897115_7,ἄνθρωποσ
εὔνοιαν,urn:cite:fuSyntax:0085003tokens.2897115_12,urn:cts:greekLit:tlg0085.tlg003.fuSyn:446.4,urn:cite:fuSyntax:0085003sentences.2897115,2805,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897115_13,εὔνοια1
ὀνειράτων,urn:cite:fuSyntax:0085003tokens.2897116_13,urn:cts:greekLit:tlg0085.tlg003.fuSyn:448.6,urn:cite:fuSyntax:0085003sentences.2897116,2820,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897116_15,ὄνειροσ
μορφαῖσι,urn:cite:fuSyntax:0085003tokens.2897116_15,urn:cts:greekLit:tlg0085.tlg003.fuSyn:449.2,urn:cite:fuSyntax:0085003sentences.2897116,2822,n-p---fd-,urn:cite:fuSyntax:0085003tokens.2897116_14,μορφή1
βίον,urn:cite:fuSyntax:0085003tokens.2897116_18,urn:cts:greekLit:tlg0085.tlg003.fuSyn:449.5,urn:cite:fuSyntax:0085003sentences.2897116,2825,n-s---ma-,urn:cite:fuSyntax:0085003tokens.2897116_19,βίοσ
δόμους,urn:cite:fuSyntax:0085003tokens.2897116_25,urn:cts:greekLit:tlg0085.tlg003.fuSyn:451.1,urn:cite:fuSyntax:0085003sentences.2897116,2832,n-p---ma-,urn:cite:fuSyntax:0085003tokens.2897116_29,δόμοσ
ξυλουργίαν,urn:cite:fuSyntax:0085003tokens.2897116_31,urn:cts:greekLit:tlg0085.tlg003.fuSyn:451.7,urn:cite:fuSyntax:0085003sentences.2897116,2838,n-s---fa-,urn:cite:fuSyntax:0085003tokens.2897116_29,ξυλουργία1
κατώρυχες,urn:cite:fuSyntax:0085003tokens.2897117_1,urn:cts:greekLit:tlg0085.tlg003.fuSyn:452.1,urn:cite:fuSyntax:0085003sentences.2897117,2840,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897117_3,κατῶρυξ1
μύρμηκες,urn:cite:fuSyntax:0085003tokens.2897117_6,urn:cts:greekLit:tlg0085.tlg003.fuSyn:453.1,urn:cite:fuSyntax:0085003sentences.2897117,2845,n-p---mn-,urn:cite:fuSyntax:0085003tokens.2897117_4,μύρμηξ1
ἄντρων,urn:cite:fuSyntax:0085003tokens.2897117_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:453.2,urn:cite:fuSyntax:0085003sentences.2897117,2846,n-p---ng-,urn:cite:fuSyntax:0085003tokens.2897117_9,ἄντρον1
μυχοῖς,urn:cite:fuSyntax:0085003tokens.2897117_9,urn:cts:greekLit:tlg0085.tlg003.fuSyn:453.4,urn:cite:fuSyntax:0085003sentences.2897117,2848,n-p---md-,urn:cite:fuSyntax:0085003tokens.2897117_8,μυχόσ
χείματος,urn:cite:fuSyntax:0085003tokens.2897118_7,urn:cts:greekLit:tlg0085.tlg003.fuSyn:454.7,urn:cite:fuSyntax:0085003sentences.2897118,2857,n-s---ng-,urn:cite:fuSyntax:0085003tokens.2897118_14,χεῖμα1
τέκμαρ,urn:cite:fuSyntax:0085003tokens.2897118_8,urn:cts:greekLit:tlg0085.tlg003.fuSyn:454.8,urn:cite:fuSyntax:0085003sentences.2897118,2858,n-s---nn-,urn:cite:fuSyntax:0085003tokens.2897118_1,τέκμαρ
